ZIP,State,County,Date Sent,Assigned List,Assigned Agency,Report Month,Estimated Population,Estimated Lead Volume
31032,GA,Gray Zip Market,2026-07-06,List B,Cold Caller B,2026-07,34.0,34.0
30354,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,115.0,115.0
30319,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,234.0,234.0
31211,GA,Macon Zip Market,2026-07-06,List B,Cold Caller B,2026-07,78.0,78.0
31030,GA,Fort Valley Zip Market,2026-07-06,List B,Cold Caller B,2026-07,53.0,53.0
30341,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,100.0,100.0
30297,GA,Forest Park Zip Market,2026-07-06,List B,Cold Caller B,2026-07,78.0,78.0
30276,GA,Senoia Zip Market,2026-07-06,List B,Cold Caller B,2026-07,126.0,126.0
30187,GA,Winston Zip Market,2026-07-06,List B,Cold Caller B,2026-07,74.0,74.0
31024,GA,Eatonton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,279.0,279.0
30288,GA,Conley Zip Market,2026-07-06,List B,Cold Caller B,2026-07,35.0,35.0
30342,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,137.0,137.0
30337,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,62.0,62.0
30327,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,147.0,147.0
30307,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,95.0,95.0
30107,GA,Ball Ground Zip Market,2026-07-06,List B,Cold Caller B,2026-07,155.0,155.0
30326,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,114.0,114.0
31331,GA,Townsend Zip Market,2026-07-06,List B,Cold Caller B,2026-07,85.0,85.0
30173,GA,Silver Creek Zip Market,2026-07-06,List B,Cold Caller B,2026-07,29.0,29.0
30317,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,97.0,97.0
31087,GA,Sparta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,66.0,66.0
30176,GA,Tallapoosa Zip Market,2026-07-06,List B,Cold Caller B,2026-07,25.0,25.0
30329,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,59.0,59.0
30079,GA,Scottdale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,30.0,30.0
31201,GA,Macon Zip Market,2026-07-06,List B,Cold Caller B,2026-07,45.0,45.0
31321,GA,Pembroke Zip Market,2026-07-06,List B,Cold Caller B,2026-07,28.0,28.0
30292,GA,Williamson Zip Market,2026-07-06,List B,Cold Caller B,2026-07,48.0,48.0
30054,GA,Oxford Zip Market,2026-07-06,List B,Cold Caller B,2026-07,61.0,61.0
31408,GA,Savannah Zip Market,2026-07-06,List B,Cold Caller B,2026-07,29.0,29.0
31023,GA,Eastman Zip Market,2026-07-06,List B,Cold Caller B,2026-07,37.0,37.0
30175,GA,Talking Rock Zip Market,2026-07-06,List B,Cold Caller B,2026-07,71.0,71.0
31901,GA,Columbus Zip Market,2026-07-06,List B,Cold Caller B,2026-07,33.0,33.0
30313,GA,Atlanta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,33.0,33.0
30184,GA,White Zip Market,2026-07-06,List B,Cold Caller B,2026-07,31.0,31.0
30290,GA,Tyrone Zip Market,2026-07-06,List B,Cold Caller B,2026-07,51.0,51.0
30171,GA,Rydal Zip Market,2026-07-06,List B,Cold Caller B,2026-07,30.0,30.0
30817,GA,Lincolnton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,35.0,35.0
48854,MI,Mason Zip Market,2026-07-06,List B,Cold Caller B,2026-07,28.0,28.0
49047,MI,Dowagiac Zip Market,2026-07-06,List B,Cold Caller B,2026-07,44.0,44.0
48059,MI,Fort Gratiot Zip Market,2026-07-06,List B,Cold Caller B,2026-07,30.0,30.0
49418,MI,Grandville Zip Market,2026-07-06,List B,Cold Caller B,2026-07,37.0,37.0
48105,MI,Ann Arbor Zip Market,2026-07-06,List B,Cold Caller B,2026-07,110.0,110.0
48160,MI,Milan Zip Market,2026-07-06,List B,Cold Caller B,2026-07,32.0,32.0
49079,MI,Paw Paw Zip Market,2026-07-06,List B,Cold Caller B,2026-07,30.0,30.0
48001,MI,Algonac Zip Market,2026-07-06,List B,Cold Caller B,2026-07,68.0,68.0
48306,MI,Rochester Zip Market,2026-07-06,List B,Cold Caller B,2026-07,73.0,73.0
49304,MI,Baldwin Zip Market,2026-07-06,List B,Cold Caller B,2026-07,41.0,41.0
49036,MI,Coldwater Zip Market,2026-07-06,List B,Cold Caller B,2026-07,66.0,66.0
48314,MI,Sterling Heights Zip Market,2026-07-06,List B,Cold Caller B,2026-07,39.0,39.0
48386,MI,White Lake Zip Market,2026-07-06,List B,Cold Caller B,2026-07,53.0,53.0
48342,MI,Pontiac Zip Market,2026-07-06,List B,Cold Caller B,2026-07,31.0,31.0
48323,MI,West Bloomfield Zip Market,2026-07-06,List B,Cold Caller B,2026-07,70.0,70.0
48169,MI,Pinckney Zip Market,2026-07-06,List B,Cold Caller B,2026-07,52.0,52.0
48375,MI,Novi Zip Market,2026-07-06,List B,Cold Caller B,2026-07,43.0,43.0
48348,MI,Clarkston Zip Market,2026-07-06,List B,Cold Caller B,2026-07,53.0,53.0
48304,MI,Bloomfield Hills Zip Market,2026-07-06,List B,Cold Caller B,2026-07,65.0,65.0
48331,MI,Farmington Zip Market,2026-07-06,List B,Cold Caller B,2026-07,39.0,39.0
48371,MI,Oxford Zip Market,2026-07-06,List B,Cold Caller B,2026-07,38.0,38.0
48820,MI,Dewitt Zip Market,2026-07-06,List B,Cold Caller B,2026-07,25.0,25.0
48381,MI,Milford Zip Market,2026-07-06,List B,Cold Caller B,2026-07,54.0,54.0
48114,MI,Brighton Zip Market,2026-07-06,List B,Cold Caller B,2026-07,43.0,43.0
48382,MI,Commerce Township Zip Market,2026-07-06,List B,Cold Caller B,2026-07,66.0,66.0
48202,MI,Detroit Zip Market,2026-07-06,List B,Cold Caller B,2026-07,86.0,86.0
49464,MI,Zeeland Zip Market,2026-07-06,List B,Cold Caller B,2026-07,38.0,38.0
48094,MI,Washington Zip Market,2026-07-06,List B,Cold Caller B,2026-07,57.0,57.0
48324,MI,West Bloomfield Zip Market,2026-07-06,List B,Cold Caller B,2026-07,46.0,46.0
48864,MI,Okemos Zip Market,2026-07-06,List B,Cold Caller B,2026-07,48.0,48.0
48138,MI,Grosse Ile Zip Market,2026-07-06,List B,Cold Caller B,2026-07,27.0,27.0
48025,MI,Franklin Zip Market,2026-07-06,List B,Cold Caller B,2026-07,44.0,44.0
49401,MI,Allendale Zip Market,2026-07-06,List B,Cold Caller B,2026-07,42.0,42.0
48360,MI,Lake Orion Zip Market,2026-07-06,List B,Cold Caller B,2026-07,27.0,27.0
48226,MI,Detroit Zip Market,2026-07-06,List B,Cold Caller B,2026-07,30.0,30.0
48450,MI,Lexington Zip Market,2026-07-06,List B,Cold Caller B,2026-07,68.0,68.0
48462,MI,Ortonville Zip Market,2026-07-06,List B,Cold Caller B,2026-07,27.0,27.0
48301,MI,Bloomfield Hills Zip Market,2026-07-06,List B,Cold Caller B,2026-07,42.0,42.0
49083,MI,Richland Zip Market,2026-07-06,List B,Cold Caller B,2026-07,31.0,31.0
49345,MI,Sparta Zip Market,2026-07-06,List B,Cold Caller B,2026-07,27.0,27.0
49031,MI,Cassopolis Zip Market,2026-07-06,List B,Cold Caller B,2026-07,28.0,28.0
48356,MI,Highland Zip Market,2026-07-06,List B,Cold Caller B,2026-07,28.0,28.0
48065,MI,Romeo Zip Market,2026-07-06,List B,Cold Caller B,2026-07,35.0,35.0
49346,MI,Stanwood Zip Market,2026-07-06,List B,Cold Caller B,2026-07,50.0,50.0
48166,MI,Newport Zip Market,2026-07-06,List B,Cold Caller B,2026-07,30.0,30.0
48216,MI,Detroit Zip Market,2026-07-06,List B,Cold Caller B,2026-07,27.0,27.0
48201,MI,Detroit Zip Market,2026-07-06,List B,Cold Caller B,2026-07,48.0,48.0
49436,MI,Mears Zip Market,2026-07-06,List B,Cold Caller B,2026-07,29.0,29.0
