ZIP,State,County,Date Sent,Assigned List,Assigned Agency,Report Month,Estimated Population,Estimated Lead Volume
34288,FL,North Port Zip Market,2026-06-18,List B,DEAL RAID,2026-06,190.0,190.0
32257,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,80.0,80.0
33594,FL,Valrico Zip Market,2026-06-18,List B,DEAL RAID,2026-06,98.0,98.0
33023,FL,Hollywood Zip Market,2026-06-18,List B,DEAL RAID,2026-06,161.0,161.0
32953,FL,Merritt Island Zip Market,2026-06-18,List B,DEAL RAID,2026-06,125.0,125.0
34238,FL,Sarasota Zip Market,2026-06-18,List B,DEAL RAID,2026-06,282.0,282.0
33813,FL,Lakeland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,165.0,165.0
33823,FL,Auburndale Zip Market,2026-06-18,List B,DEAL RAID,2026-06,209.0,209.0
32714,FL,Altamonte Springs Zip Market,2026-06-18,List B,DEAL RAID,2026-06,125.0,125.0
32205,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,185.0,185.0
32669,FL,Newberry Zip Market,2026-06-18,List B,DEAL RAID,2026-06,148.0,148.0
32309,FL,Tallahassee Zip Market,2026-06-18,List B,DEAL RAID,2026-06,83.0,83.0
32937,FL,Satellite Beach Zip Market,2026-06-18,List B,DEAL RAID,2026-06,162.0,162.0
33928,FL,Estero Zip Market,2026-06-18,List B,DEAL RAID,2026-06,413.0,413.0
32216,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,149.0,149.0
32207,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,122.0,122.0
32726,FL,Eustis Zip Market,2026-06-18,List B,DEAL RAID,2026-06,84.0,84.0
33033,FL,Homestead Zip Market,2026-06-18,List B,DEAL RAID,2026-06,418.0,418.0
34691,FL,Holiday Zip Market,2026-06-18,List B,DEAL RAID,2026-06,148.0,148.0
33617,FL,Tampa Zip Market,2026-06-18,List B,DEAL RAID,2026-06,136.0,136.0
33071,FL,Coral Springs Zip Market,2026-06-18,List B,DEAL RAID,2026-06,166.0,166.0
34613,FL,Brooksville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,148.0,148.0
33027,FL,Hollywood Zip Market,2026-06-18,List B,DEAL RAID,2026-06,428.0,428.0
33955,FL,Punta Gorda Zip Market,2026-06-18,List B,DEAL RAID,2026-06,312.0,312.0
34472,FL,Ocala Zip Market,2026-06-18,List B,DEAL RAID,2026-06,273.0,273.0
33463,FL,Lake Worth Zip Market,2026-06-18,List B,DEAL RAID,2026-06,254.0,254.0
33993,FL,Cape Coral Zip Market,2026-06-18,List B,DEAL RAID,2026-06,769.0,769.0
32707,FL,Casselberry Zip Market,2026-06-18,List B,DEAL RAID,2026-06,74.0,74.0
33830,FL,Bartow Zip Market,2026-06-18,List B,DEAL RAID,2026-06,103.0,103.0
33916,FL,Fort Myers Zip Market,2026-06-18,List B,DEAL RAID,2026-06,171.0,171.0
32221,FL,Jacksonville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,89.0,89.0
33445,FL,Delray Beach Zip Market,2026-06-18,List B,DEAL RAID,2026-06,262.0,262.0
34667,FL,Hudson Zip Market,2026-06-18,List B,DEAL RAID,2026-06,368.0,368.0
33974,FL,Lehigh Acres Zip Market,2026-06-18,List B,DEAL RAID,2026-06,476.0,476.0
33905,FL,Fort Myers Zip Market,2026-06-18,List B,DEAL RAID,2026-06,301.0,301.0
34135,FL,Bonita Springs Zip Market,2026-06-18,List B,DEAL RAID,2026-06,561.0,561.0
33904,FL,Cape Coral Zip Market,2026-06-18,List B,DEAL RAID,2026-06,515.0,515.0
30349,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,324.0,324.0
30120,GA,Cartersville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,222.0,222.0
30043,GA,Lawrenceville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,273.0,273.0
30127,GA,Powder Springs Zip Market,2026-06-18,List B,DEAL RAID,2026-06,293.0,293.0
30253,GA,Mcdonough Zip Market,2026-06-18,List B,DEAL RAID,2026-06,276.0,276.0
30126,GA,Mableton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,200.0,200.0
30052,GA,Loganville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,409.0,409.0
30132,GA,Dallas Zip Market,2026-06-18,List B,DEAL RAID,2026-06,284.0,284.0
30907,GA,Augusta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,169.0,169.0
30458,GA,Statesboro Zip Market,2026-06-18,List B,DEAL RAID,2026-06,152.0,152.0
30044,GA,Lawrenceville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,222.0,222.0
30188,GA,Woodstock Zip Market,2026-06-18,List B,DEAL RAID,2026-06,301.0,301.0
30809,GA,Evans Zip Market,2026-06-18,List B,DEAL RAID,2026-06,248.0,248.0
30281,GA,Stockbridge Zip Market,2026-06-18,List B,DEAL RAID,2026-06,251.0,251.0
31316,GA,Ludowici Zip Market,2026-06-18,List B,DEAL RAID,2026-06,220.0,220.0
31904,GA,Columbus Zip Market,2026-06-18,List B,DEAL RAID,2026-06,147.0,147.0
30680,GA,Winder Zip Market,2026-06-18,List B,DEAL RAID,2026-06,297.0,297.0
30013,GA,Conyers Zip Market,2026-06-18,List B,DEAL RAID,2026-06,169.0,169.0
30906,GA,Augusta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,199.0,199.0
30605,GA,Athens Zip Market,2026-06-18,List B,DEAL RAID,2026-06,192.0,192.0
30252,GA,Mcdonough Zip Market,2026-06-18,List B,DEAL RAID,2026-06,303.0,303.0
30263,GA,Newnan Zip Market,2026-06-18,List B,DEAL RAID,2026-06,282.0,282.0
30101,GA,Acworth Zip Market,2026-06-18,List B,DEAL RAID,2026-06,278.0,278.0
30331,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,257.0,257.0
30328,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,231.0,231.0
30066,GA,Marietta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,209.0,209.0
30238,GA,Jonesboro Zip Market,2026-06-18,List B,DEAL RAID,2026-06,159.0,159.0
30189,GA,Woodstock Zip Market,2026-06-18,List B,DEAL RAID,2026-06,137.0,137.0
30078,GA,Snellville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,129.0,129.0
31909,GA,Columbus Zip Market,2026-06-18,List B,DEAL RAID,2026-06,66.0,66.0
30248,GA,Locust Grove Zip Market,2026-06-18,List B,DEAL RAID,2026-06,211.0,211.0
30179,GA,Temple Zip Market,2026-06-18,List B,DEAL RAID,2026-06,75.0,75.0
30088,GA,Stone Mountain Zip Market,2026-06-18,List B,DEAL RAID,2026-06,122.0,122.0
31763,GA,Leesburg Zip Market,2026-06-18,List B,DEAL RAID,2026-06,91.0,91.0
30034,GA,Decatur Zip Market,2026-06-18,List B,DEAL RAID,2026-06,231.0,231.0
30039,GA,Snellville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,161.0,161.0
31525,GA,Brunswick Zip Market,2026-06-18,List B,DEAL RAID,2026-06,140.0,140.0
30309,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,289.0,289.0
30038,GA,Lithonia Zip Market,2026-06-18,List B,DEAL RAID,2026-06,167.0,167.0
30040,GA,Cumming Zip Market,2026-06-18,List B,DEAL RAID,2026-06,373.0,373.0
30141,GA,Hiram Zip Market,2026-06-18,List B,DEAL RAID,2026-06,85.0,85.0
31326,GA,Rincon Zip Market,2026-06-18,List B,DEAL RAID,2026-06,123.0,123.0
30062,GA,Marietta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,176.0,176.0
30024,GA,Suwanee Zip Market,2026-06-18,List B,DEAL RAID,2026-06,321.0,321.0
30606,GA,Athens Zip Market,2026-06-18,List B,DEAL RAID,2026-06,234.0,234.0
30265,GA,Newnan Zip Market,2026-06-18,List B,DEAL RAID,2026-06,172.0,172.0
30115,GA,Canton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,302.0,302.0
30096,GA,Duluth Zip Market,2026-06-18,List B,DEAL RAID,2026-06,153.0,153.0
30324,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,199.0,199.0
31093,GA,Warner Robins Zip Market,2026-06-18,List B,DEAL RAID,2026-06,70.0,70.0
31322,GA,Pooler Zip Market,2026-06-18,List B,DEAL RAID,2026-06,245.0,245.0
30106,GA,Austell Zip Market,2026-06-18,List B,DEAL RAID,2026-06,73.0,73.0
30093,GA,Norcross Zip Market,2026-06-18,List B,DEAL RAID,2026-06,89.0,89.0
30310,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,263.0,263.0
30311,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,161.0,161.0
31406,GA,Savannah Zip Market,2026-06-18,List B,DEAL RAID,2026-06,109.0,109.0
30344,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,174.0,174.0
30033,GA,Decatur Zip Market,2026-06-18,List B,DEAL RAID,2026-06,133.0,133.0
30075,GA,Roswell Zip Market,2026-06-18,List B,DEAL RAID,2026-06,213.0,213.0
31602,GA,Valdosta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,116.0,116.0
30117,GA,Carrollton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,125.0,125.0
30296,GA,Riverdale Zip Market,2026-06-18,List B,DEAL RAID,2026-06,75.0,75.0
30350,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,102.0,102.0
30548,GA,Hoschton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,301.0,301.0
31216,GA,Macon Zip Market,2026-06-18,List B,DEAL RAID,2026-06,79.0,79.0
30153,GA,Rockmart Zip Market,2026-06-18,List B,DEAL RAID,2026-06,87.0,87.0
30087,GA,Stone Mountain Zip Market,2026-06-18,List B,DEAL RAID,2026-06,133.0,133.0
30904,GA,Augusta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,130.0,130.0
31404,GA,Savannah Zip Market,2026-06-18,List B,DEAL RAID,2026-06,157.0,157.0
30161,GA,Rome Zip Market,2026-06-18,List B,DEAL RAID,2026-06,198.0,198.0
30214,GA,Fayetteville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,232.0,232.0
30720,GA,Dalton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,90.0,90.0
30012,GA,Conyers Zip Market,2026-06-18,List B,DEAL RAID,2026-06,151.0,151.0
30517,GA,Braselton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,132.0,132.0
30540,GA,Ellijay Zip Market,2026-06-18,List B,DEAL RAID,2026-06,352.0,352.0
30305,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,321.0,321.0
30655,GA,Monroe Zip Market,2026-06-18,List B,DEAL RAID,2026-06,157.0,157.0
30528,GA,Cleveland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,235.0,235.0
30308,GA,Atlanta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,227.0,227.0
30240,GA,Lagrange Zip Market,2026-06-18,List B,DEAL RAID,2026-06,108.0,108.0
31906,GA,Columbus Zip Market,2026-06-18,List B,DEAL RAID,2026-06,65.0,65.0
30269,GA,Peachtree City Zip Market,2026-06-18,List B,DEAL RAID,2026-06,175.0,175.0
30260,GA,Morrow Zip Market,2026-06-18,List B,DEAL RAID,2026-06,84.0,84.0
30643,GA,Hartwell Zip Market,2026-06-18,List B,DEAL RAID,2026-06,133.0,133.0
30116,GA,Carrollton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,96.0,96.0
31301,GA,Allenhurst Zip Market,2026-06-18,List B,DEAL RAID,2026-06,49.0,49.0
31721,GA,Albany Zip Market,2026-06-18,List B,DEAL RAID,2026-06,66.0,66.0
30005,GA,Alpharetta Zip Market,2026-06-18,List B,DEAL RAID,2026-06,96.0,96.0
30121,GA,Cartersville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,106.0,106.0
30277,GA,Sharpsburg Zip Market,2026-06-18,List B,DEAL RAID,2026-06,87.0,87.0
30533,GA,Dahlonega Zip Market,2026-06-18,List B,DEAL RAID,2026-06,147.0,147.0
31410,GA,Savannah Zip Market,2026-06-18,List B,DEAL RAID,2026-06,132.0,132.0
31308,GA,Ellabell Zip Market,2026-06-18,List B,DEAL RAID,2026-06,42.0,42.0
30143,GA,Jasper Zip Market,2026-06-18,List B,DEAL RAID,2026-06,291.0,291.0
30097,GA,Duluth Zip Market,2026-06-18,List B,DEAL RAID,2026-06,161.0,161.0
31808,GA,Fortson Zip Market,2026-06-18,List B,DEAL RAID,2026-06,41.0,41.0
31021,GA,Dublin Zip Market,2026-06-18,List B,DEAL RAID,2026-06,105.0,105.0
48180,MI,Taylor Zip Market,2026-06-18,List B,DEAL RAID,2026-06,79.0,79.0
48066,MI,Roseville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,72.0,72.0
48439,MI,Grand Blanc Zip Market,2026-06-18,List B,DEAL RAID,2026-06,102.0,102.0
48021,MI,Eastpointe Zip Market,2026-06-18,List B,DEAL RAID,2026-06,91.0,91.0
48224,MI,Detroit Zip Market,2026-06-18,List B,DEAL RAID,2026-06,268.0,268.0
48080,MI,Saint Clair Shores Zip Market,2026-06-18,List B,DEAL RAID,2026-06,69.0,69.0
48220,MI,Ferndale Zip Market,2026-06-18,List B,DEAL RAID,2026-06,70.0,70.0
48239,MI,Redford Zip Market,2026-06-18,List B,DEAL RAID,2026-06,63.0,63.0
49120,MI,Niles Zip Market,2026-06-18,List B,DEAL RAID,2026-06,59.0,59.0
49444,MI,Muskegon Zip Market,2026-06-18,List B,DEAL RAID,2026-06,70.0,70.0
48507,MI,Flint Zip Market,2026-06-18,List B,DEAL RAID,2026-06,65.0,65.0
49507,MI,Grand Rapids Zip Market,2026-06-18,List B,DEAL RAID,2026-06,47.0,47.0
48197,MI,Ypsilanti Zip Market,2026-06-18,List B,DEAL RAID,2026-06,67.0,67.0
48091,MI,Warren Zip Market,2026-06-18,List B,DEAL RAID,2026-06,82.0,82.0
48708,MI,Bay City Zip Market,2026-06-18,List B,DEAL RAID,2026-06,58.0,58.0
49201,MI,Jackson Zip Market,2026-06-18,List B,DEAL RAID,2026-06,108.0,108.0
48071,MI,Madison Heights Zip Market,2026-06-18,List B,DEAL RAID,2026-06,48.0,48.0
48640,MI,Midland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,47.0,47.0
48124,MI,Dearborn Zip Market,2026-06-18,List B,DEAL RAID,2026-06,59.0,59.0
49221,MI,Adrian Zip Market,2026-06-18,List B,DEAL RAID,2026-06,51.0,51.0
48433,MI,Flushing Zip Market,2026-06-18,List B,DEAL RAID,2026-06,39.0,39.0
48188,MI,Canton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,64.0,64.0
49015,MI,Battle Creek Zip Market,2026-06-18,List B,DEAL RAID,2026-06,43.0,43.0
48141,MI,Inkster Zip Market,2026-06-18,List B,DEAL RAID,2026-06,51.0,51.0
48081,MI,Saint Clair Shores Zip Market,2026-06-18,List B,DEAL RAID,2026-06,44.0,44.0
48030,MI,Hazel Park Zip Market,2026-06-18,List B,DEAL RAID,2026-06,52.0,52.0
48843,MI,Howell Zip Market,2026-06-18,List B,DEAL RAID,2026-06,97.0,97.0
48082,MI,Saint Clair Shores Zip Market,2026-06-18,List B,DEAL RAID,2026-06,48.0,48.0
48185,MI,Westland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,39.0,39.0
48127,MI,Dearborn Heights Zip Market,2026-06-18,List B,DEAL RAID,2026-06,58.0,58.0
48911,MI,Lansing Zip Market,2026-06-18,List B,DEAL RAID,2026-06,36.0,36.0
48917,MI,Lansing Zip Market,2026-06-18,List B,DEAL RAID,2026-06,34.0,34.0
48225,MI,Harper Woods Zip Market,2026-06-18,List B,DEAL RAID,2026-06,76.0,76.0
48390,MI,Walled Lake Zip Market,2026-06-18,List B,DEAL RAID,2026-06,61.0,61.0
48125,MI,Dearborn Heights Zip Market,2026-06-18,List B,DEAL RAID,2026-06,46.0,46.0
48092,MI,Warren Zip Market,2026-06-18,List B,DEAL RAID,2026-06,33.0,33.0
48602,MI,Saginaw Zip Market,2026-06-18,List B,DEAL RAID,2026-06,125.0,125.0
48088,MI,Warren Zip Market,2026-06-18,List B,DEAL RAID,2026-06,35.0,35.0
49735,MI,Gaylord Zip Market,2026-06-18,List B,DEAL RAID,2026-06,61.0,61.0
48150,MI,Livonia Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
48187,MI,Canton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,54.0,54.0
48205,MI,Detroit Zip Market,2026-06-18,List B,DEAL RAID,2026-06,206.0,206.0
48195,MI,Southgate Zip Market,2026-06-18,List B,DEAL RAID,2026-06,28.0,28.0
49014,MI,Battle Creek Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
48240,MI,Redford Zip Market,2026-06-18,List B,DEAL RAID,2026-06,36.0,36.0
48603,MI,Saginaw Zip Market,2026-06-18,List B,DEAL RAID,2026-06,38.0,38.0
49091,MI,Sturgis Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
49010,MI,Allegan Zip Market,2026-06-18,List B,DEAL RAID,2026-06,46.0,46.0
48322,MI,West Bloomfield Zip Market,2026-06-18,List B,DEAL RAID,2026-06,70.0,70.0
48458,MI,Mount Morris Zip Market,2026-06-18,List B,DEAL RAID,2026-06,42.0,42.0
48178,MI,South Lyon Zip Market,2026-06-18,List B,DEAL RAID,2026-06,113.0,113.0
48310,MI,Sterling Heights Zip Market,2026-06-18,List B,DEAL RAID,2026-06,55.0,55.0
48214,MI,Detroit Zip Market,2026-06-18,List B,DEAL RAID,2026-06,111.0,111.0
49006,MI,Kalamazoo Zip Market,2026-06-18,List B,DEAL RAID,2026-06,30.0,30.0
48473,MI,Swartz Creek Zip Market,2026-06-18,List B,DEAL RAID,2026-06,28.0,28.0
49008,MI,Kalamazoo Zip Market,2026-06-18,List B,DEAL RAID,2026-06,34.0,34.0
49001,MI,Kalamazoo Zip Market,2026-06-18,List B,DEAL RAID,2026-06,29.0,29.0
49505,MI,Grand Rapids Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
49548,MI,Grand Rapids Zip Market,2026-06-18,List B,DEAL RAID,2026-06,27.0,27.0
48624,MI,Gladwin Zip Market,2026-06-18,List B,DEAL RAID,2026-06,62.0,62.0
48317,MI,Utica Zip Market,2026-06-18,List B,DEAL RAID,2026-06,35.0,35.0
49601,MI,Cadillac Zip Market,2026-06-18,List B,DEAL RAID,2026-06,56.0,56.0
48912,MI,Lansing Zip Market,2026-06-18,List B,DEAL RAID,2026-06,39.0,39.0
48212,MI,Hamtramck Zip Market,2026-06-18,List B,DEAL RAID,2026-06,45.0,45.0
49037,MI,Battle Creek Zip Market,2026-06-18,List B,DEAL RAID,2026-06,33.0,33.0
48075,MI,Southfield Zip Market,2026-06-18,List B,DEAL RAID,2026-06,46.0,46.0
49202,MI,Jackson Zip Market,2026-06-18,List B,DEAL RAID,2026-06,34.0,34.0
48040,MI,Marysville Zip Market,2026-06-18,List B,DEAL RAID,2026-06,23.0,23.0
49009,MI,Kalamazoo Zip Market,2026-06-18,List B,DEAL RAID,2026-06,80.0,80.0
49417,MI,Grand Haven Zip Market,2026-06-18,List B,DEAL RAID,2026-06,80.0,80.0
48420,MI,Clio Zip Market,2026-06-18,List B,DEAL RAID,2026-06,28.0,28.0
48327,MI,Waterford Zip Market,2026-06-18,List B,DEAL RAID,2026-06,25.0,25.0
48642,MI,Midland Zip Market,2026-06-18,List B,DEAL RAID,2026-06,45.0,45.0
48026,MI,Fraser Zip Market,2026-06-18,List B,DEAL RAID,2026-06,24.0,24.0
48601,MI,Saginaw Zip Market,2026-06-18,List B,DEAL RAID,2026-06,71.0,71.0
49508,MI,Grand Rapids Zip Market,2026-06-18,List B,DEAL RAID,2026-06,29.0,29.0
48182,MI,Temperance Zip Market,2026-06-18,List B,DEAL RAID,2026-06,29.0,29.0
48509,MI,Burton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,22.0,22.0
48430,MI,Fenton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,89.0,89.0
49085,MI,Saint Joseph Zip Market,2026-06-18,List B,DEAL RAID,2026-06,73.0,73.0
48036,MI,Clinton Township Zip Market,2026-06-18,List B,DEAL RAID,2026-06,41.0,41.0
48915,MI,Lansing Zip Market,2026-06-18,List B,DEAL RAID,2026-06,37.0,37.0
48042,MI,Macomb Zip Market,2026-06-18,List B,DEAL RAID,2026-06,116.0,116.0
48223,MI,Detroit Zip Market,2026-06-18,List B,DEAL RAID,2026-06,75.0,75.0
48126,MI,Dearborn Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
49445,MI,Muskegon Zip Market,2026-06-18,List B,DEAL RAID,2026-06,36.0,36.0
48506,MI,Flint Zip Market,2026-06-18,List B,DEAL RAID,2026-06,60.0,60.0
48326,MI,Auburn Hills Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
48334,MI,Farmington Zip Market,2026-06-18,List B,DEAL RAID,2026-06,35.0,35.0
48104,MI,Ann Arbor Zip Market,2026-06-18,List B,DEAL RAID,2026-06,84.0,84.0
49316,MI,Caledonia Zip Market,2026-06-18,List B,DEAL RAID,2026-06,74.0,74.0
48837,MI,Grand Ledge Zip Market,2026-06-18,List B,DEAL RAID,2026-06,30.0,30.0
49224,MI,Albion Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
48072,MI,Berkley Zip Market,2026-06-18,List B,DEAL RAID,2026-06,26.0,26.0
48218,MI,River Rouge Zip Market,2026-06-18,List B,DEAL RAID,2026-06,28.0,28.0
49849,MI,Ishpeming Zip Market,2026-06-18,List B,DEAL RAID,2026-06,18.0,18.0
48184,MI,Wayne Zip Market,2026-06-18,List B,DEAL RAID,2026-06,13.0,13.0
48346,MI,Clarkston Zip Market,2026-06-18,List B,DEAL RAID,2026-06,37.0,37.0
48051,MI,New Baltimore Zip Market,2026-06-18,List B,DEAL RAID,2026-06,39.0,39.0
49659,MI,Mancelona Zip Market,2026-06-18,List B,DEAL RAID,2026-06,35.0,35.0
49093,MI,Three Rivers Zip Market,2026-06-18,List B,DEAL RAID,2026-06,44.0,44.0
48017,MI,Clawson Zip Market,2026-06-18,List B,DEAL RAID,2026-06,18.0,18.0
49286,MI,Tecumseh Zip Market,2026-06-18,List B,DEAL RAID,2026-06,12.0,12.0
48033,MI,Southfield Zip Market,2026-06-18,List B,DEAL RAID,2026-06,31.0,31.0
48529,MI,Burton Zip Market,2026-06-18,List B,DEAL RAID,2026-06,23.0,23.0
36037,AL,Greenville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
35118,AL,Mulga Zip Market,2026-07-06,List A,Cold Caller A,2026-07,13.0,13.0
36587,AL,Wilmer Zip Market,2026-07-06,List A,Cold Caller A,2026-07,21.0,21.0
36607,AL,Mobile Zip Market,2026-07-06,List A,Cold Caller A,2026-07,21.0,21.0
36105,AL,Montgomery Zip Market,2026-07-06,List A,Cold Caller A,2026-07,46.0,46.0
35221,AL,Birmingham Zip Market,2026-07-06,List A,Cold Caller A,2026-07,15.0,15.0
35671,AL,Tanner Zip Market,2026-07-06,List A,Cold Caller A,2026-07,12.0,12.0
35768,AL,Scottsboro Zip Market,2026-07-06,List A,Cold Caller A,2026-07,41.0,41.0
36110,AL,Montgomery Zip Market,2026-07-06,List A,Cold Caller A,2026-07,37.0,37.0
35223,AL,Birmingham Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
35130,AL,Quinton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,14.0,14.0
36530,AL,Elberta Zip Market,2026-07-06,List A,Cold Caller A,2026-07,59.0,59.0
35083,AL,Holly Pond Zip Market,2026-07-06,List A,Cold Caller A,2026-07,18.0,18.0
36107,AL,Montgomery Zip Market,2026-07-06,List A,Cold Caller A,2026-07,49.0,49.0
35116,AL,Morris Zip Market,2026-07-06,List A,Cold Caller A,2026-07,28.0,28.0
35653,AL,Russellville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,32.0,32.0
35207,AL,Birmingham Zip Market,2026-07-06,List A,Cold Caller A,2026-07,24.0,24.0
36081,AL,Troy Zip Market,2026-07-06,List A,Cold Caller A,2026-07,47.0,47.0
36545,AL,Jackson Zip Market,2026-07-06,List A,Cold Caller A,2026-07,29.0,29.0
36079,AL,Troy Zip Market,2026-07-06,List A,Cold Caller A,2026-07,36.0,36.0
35031,AL,Blountsville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,20.0,20.0
35203,AL,Birmingham Zip Market,2026-07-06,List A,Cold Caller A,2026-07,38.0,38.0
36528,AL,Dauphin Island Zip Market,2026-07-06,List A,Cold Caller A,2026-07,96.0,96.0
35233,AL,Birmingham Zip Market,2026-07-06,List A,Cold Caller A,2026-07,27.0,27.0
35151,AL,Sylacauga Zip Market,2026-07-06,List A,Cold Caller A,2026-07,24.0,24.0
35046,AL,Clanton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,34.0,34.0
35769,AL,Scottsboro Zip Market,2026-07-06,List A,Cold Caller A,2026-07,50.0,50.0
35616,AL,Cherokee Zip Market,2026-07-06,List A,Cold Caller A,2026-07,28.0,28.0
36026,AL,Equality Zip Market,2026-07-06,List A,Cold Caller A,2026-07,13.0,13.0
36610,AL,Mobile Zip Market,2026-07-06,List A,Cold Caller A,2026-07,18.0,18.0
35143,AL,Shelby Zip Market,2026-07-06,List A,Cold Caller A,2026-07,14.0,14.0
35646,AL,Leighton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,15.0,15.0
34684,FL,Palm Harbor Zip Market,2026-07-06,List A,Cold Caller A,2026-07,197.0,197.0
33572,FL,Apollo Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,331.0,331.0
34243,FL,Sarasota Zip Market,2026-07-06,List A,Cold Caller A,2026-07,198.0,198.0
34212,FL,Bradenton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,181.0,181.0
33311,FL,Fort Lauderdale Zip Market,2026-07-06,List A,Cold Caller A,2026-07,364.0,364.0
33610,FL,Tampa Zip Market,2026-07-06,List A,Cold Caller A,2026-07,141.0,141.0
34653,FL,New Port Richey Zip Market,2026-07-06,List A,Cold Caller A,2026-07,156.0,156.0
32208,FL,Jacksonville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,169.0,169.0
34203,FL,Bradenton Zip Market,2026-07-06,List A,Cold Caller A,2026-07,152.0,152.0
34746,FL,Kissimmee Zip Market,2026-07-06,List A,Cold Caller A,2026-07,833.0,833.0
33065,FL,Coral Springs Zip Market,2026-07-06,List A,Cold Caller A,2026-07,257.0,257.0
33060,FL,Pompano Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,213.0,213.0
33702,FL,Saint Petersburg Zip Market,2026-07-06,List A,Cold Caller A,2026-07,183.0,183.0
34223,FL,Englewood Zip Market,2026-07-06,List A,Cold Caller A,2026-07,282.0,282.0
33025,FL,Hollywood Zip Market,2026-07-06,List A,Cold Caller A,2026-07,310.0,310.0
33458,FL,Jupiter Zip Market,2026-07-06,List A,Cold Caller A,2026-07,206.0,206.0
32209,FL,Jacksonville Zip Market,2026-07-06,List A,Cold Caller A,2026-07,220.0,220.0
33063,FL,Pompano Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,422.0,422.0
33066,FL,Pompano Beach Zip Market,2026-07-06,List A,Cold Caller A,2026-07,263.0,263.0
